template_id,judge_template_id,debate_template_id,debate_id,side_swap_group_id,topic_id,proposition_text,model_pro,model_con,debate_protocol_fingerprint,side_swap,judge_model,judge_family,judge_protocol_fingerprint,presented_side_a_source,presented_side_b_source,winner_presented,winner_side,winner_model,signed_margin_presented,signed_margin,normalized_signed_margin,legacy_tie_band_applied,judge_margin_scale_factor,judge_margin_calibration_status,judge_margin_calibration_sample_count,judge_margin_calibration_judge_median_abs_margin,judge_margin_calibration_global_median_abs_margin,margin,confidence,entertainment_value,reasoning,notable_rebuttals,parse_ok,parse_warning,prompt_missing,prompt_side_mapping_source,argument_strength_a,argument_strength_b,argument_strength_con,argument_strength_pro,grounding_and_epistemic_discipline_a,grounding_and_epistemic_discipline_b,grounding_and_epistemic_discipline_con,grounding_and_epistemic_discipline_pro,originality_of_argument_a,originality_of_argument_b,originality_of_argument_con,originality_of_argument_pro,rebuttal_quality_a,rebuttal_quality_b,rebuttal_quality_con,rebuttal_quality_pro,rhetorical_effectiveness_a,rhetorical_effectiveness_b,rhetorical_effectiveness_con,rhetorical_effectiveness_pro,source_judge_template_id,source_template_id
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0153__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0153__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0153,Governments should legalize and regulate compensated surrogacy with strong protections against coercion and exploitation.,muse-spark-1.3-high,claude-fable-5-1-high,debprot_dcec5496c621,True,gemini-3.1-pro-preview,4,judprot_1c6058ad2d73,con,pro,A,con,claude-fable-5-1-high,1.8,-1.8,-1.53,0,0.85,ok,34,2.0,1.7,1.8,,9,Side A won by systematically dismantling the distinction Side B tried to draw between bodily autonomy and enforceable parentage contracts. Side A's principled defense of using adoption law over pre-birth orders neutralized Side B's primary offensive push regarding custody disputes.,"Side A's response to the kidney analogy in Rebuttal 2 was exceptional, noting that under a pre-birth order, what permanently leaves the body is a child, and the surrogate's 'ongoing consent' functionally ends at conception.",True,,0,prompt_file,9,7,9,7,8,8,8,8,9,7,9,7,9,7,9,7,9,8,9,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0153__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0153__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0153,Governments should legalize and regulate compensated surrogacy with strong protections against coercion and exploitation.,muse-spark-1.3-high,claude-fable-5-1-high,debprot_dcec5496c621,True,gpt-5.6-high,1,judprot_1c6058ad2d73,con,pro,B,pro,muse-spark-1.3-high,-1.4,1.4,1.3222222222,0,0.9444444444,ok,150,1.8,1.7,1.4,,8,"Side B won a competitive debate by distinguishing financial incentive from coercion and showing how regulation can separate enforceable payment and parental responsibility from unenforceable medical control. Side A exposed a serious autonomy and commodification tension, but relied too heavily on the unsupported premise that needing or valuing payment makes consent coercive. It also never fully resolved B's comparison that altruistic scarcity drives demand underground or abroad. A's clipped rebuttal and questionable claim that all cited jurisdictions retreated to bans further weakened its case.","Side B's response to the coercion and kidney analogies was decisive: it identified stable participants, distinguished acute desperation from ordinary financial motivation, and contrasted compensated ongoing labor with permanent organ removal. Side A's reply that meaningful pay is itself pressure never established why an attractive offer necessarily negates consent.",True,,0,prompt_file,8,8,8,8,6,8,6,8,9,7,9,7,8,9,8,9,9,8,9,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0153__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0153__claude-fable-5-1-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0153,Governments should legalize and regulate compensated surrogacy with strong protections against coercion and exploitation.,muse-spark-1.3-high,claude-fable-5-1-high,debprot_dcec5496c621,True,kimi-k2.6,16,judprot_1c6058ad2d73,pro,con,B,con,claude-fable-5-1-high,-0.9,-0.9,-1.02,0,1.1333333333,ok,20,1.5,1.7,0.9,,8,"CON demonstrated that compensation and strong protections are structurally in tension: payment recruits economically pressured women, and enforceable contracts require pre-birth parentage orders that override the surrogate’s ongoing autonomy. PRO’s comparisons to ordinary wage labor and organ-sale distinctions were blunted by CON’s observation that under a pre-birth order the surrogate permanently loses the child by court order because money changed hands, and by the historical failure of “regulated” markets abroad. While PRO effectively showed bans drive demand underground, CON successfully framed the motion as self-defeating: real protections either remove the price or the enforceability, leaving compensated surrogacy as coercion and exploitation with a licence. Side B’s edge is narrow but real.","CON’s second rebuttal and closing turned PRO’s “ongoing consent” and kidney analogies by showing that a pre-birth parentage order means the surrogate’s consent ends at conception and what leaves her body permanently is a child, not tissue—making the transaction a state-enforced surrender of a person rather than compensated labor.",True,,0,prompt_file,8,8,8,8,8,8,8,8,6,8,8,6,7,7,7,7,7,8,8,7,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0156,The eurozone's post-2010 crisis response deepened political distrust more than it preserved European solidarity.,claude-fable-5-1-high,grok-4.6-high,debprot_dcec5496c621,False,gemini-3.1-pro-preview,4,judprot_1c6058ad2d73,con,pro,B,pro,claude-fable-5-1-high,-1.2,1.2,1.02,0,0.85,ok,34,2.0,1.7,1.2,,9,"Side B won by successfully separating 'survival' from 'solidarity' and establishing a clear durability metric. While Side A effectively argued that conditionality was a political necessity for bailouts, Side B's weaponization of Side A's definition of internment in the closing proved decisive.","Side B's closing, which used Side A's own definition of 'internment' (capital controls, threatened expulsion) to describe Greece in 2015, brilliantly framing the bailout cheques as a transfer of risk rather than trust.",True,,0,prompt_file,8,9,8,9,8,9,8,9,7,8,7,8,8,9,8,9,8,9,8,9,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0156,The eurozone's post-2010 crisis response deepened political distrust more than it preserved European solidarity.,claude-fable-5-1-high,grok-4.6-high,debprot_dcec5496c621,False,kimi-k2.6,16,judprot_1c6058ad2d73,con,pro,B,pro,claude-fable-5-1-high,-2.0,2.0,2.2666666667,0,1.1333333333,ok,20,1.5,1.7,2.0,,8,"Side B won by showing that the crisis response generated durable, structural distrust—reshaping party systems, collapsing institutional trust, and bypassing democratic mandates—while the solidarity preserved was thin, coerced, and later repudiated by the architects themselves when the pandemic forced a different design. A’s equation of mere membership retention with solidarity never overcame B’s leverage framing, and A failed to explain why policymakers abandoned the playbook if it had truly built solidarity.",B’s Rebuttal 1 exchange reframing retained membership under threat as leverage rather than solidarity [B2.2] and exposing the false dichotomy in A’s counterfactual by showing the real choice was never rescue versus collapse but rescue-as-delivered versus less trust-destroying alternatives [B2.3].,True,,0,prompt_file,6,8,6,8,7,8,7,8,6,8,6,8,6,9,6,9,7,9,7,9,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0156,The eurozone's post-2010 crisis response deepened political distrust more than it preserved European solidarity.,claude-fable-5-1-high,grok-4.6-high,debprot_dcec5496c621,False,muse-spark-1.1-high,3,judprot_1c6058ad2d73,pro,con,A,pro,claude-fable-5-1-high,1.6,1.6,1.7,0,1.0625,ok,43,1.6,1.7,1.6,,8,"PRO conceded survival but won the magnitude comparison: distrust was shown as durable (party-system reshaping, decade-long trust deficits), codified into institutions built to avoid trust (ESM outside treaties, no deposit insurance), and repudiated by its own architects who deliberately avoided the Troika model for the pandemic fund. CON's solidarity = retained membership + cheques was effectively answered as leverage - membership retained under threat of expulsion and capital controls with money that repaid foreign banks - and CON's internment hypothetical matched Greece 2015. PRO also answered the political-availability challenge with 2010 restructuring and Ireland senior bondholder cases.","PRO's Rebuttal 1 / Rebuttal 2 turn that ESM/fiscal rules are distrust written into institutions plus durability test - AfD permanent, trust still below pre-crisis majorities, 7 years of no risk-sharing, and architects refusing to repeat the playbook.",True,,0,prompt_file,8,7,7,8,8,8,8,8,8,6,6,8,8,6,6,8,8,7,7,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0156__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0156,The eurozone's post-2010 crisis response deepened political distrust more than it preserved European solidarity.,grok-4.6-high,claude-fable-5-1-high,debprot_dcec5496c621,True,gemini-3.1-pro-preview,4,judprot_1c6058ad2d73,con,pro,A,con,claude-fable-5-1-high,2.2,-2.2,-1.87,0,0.85,ok,34,2.0,1.7,2.2,,9,"Side A won by successfully exposing Side B's framework as unfalsifiable. When challenged to provide a metric short of actual eurozone exit, Side A delivered five realistic, falsifiable scenarios that would have proven Side B's case, contrasting this with Side B's tendency to reclassify every act of financial support as mere self-insurance. Side A also brilliantly weaponized Side B's own defense of the 2018 extensions (protecting Italian spreads) as definitive proof of shared fate.","Side A's second rebuttal, where they provided five concrete outcomes that would have proven the motion (answering Q1), and then converted Side B's answer about Italian contagion into proof of shared fate.",True,,0,prompt_file,9,7,9,7,8,8,8,8,8,7,8,7,9,7,9,7,8,9,8,9,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0156__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0156,The eurozone's post-2010 crisis response deepened political distrust more than it preserved European solidarity.,grok-4.6-high,claude-fable-5-1-high,debprot_dcec5496c621,True,kimi-k2.6,16,judprot_1c6058ad2d73,con,pro,A,con,claude-fable-5-1-high,1.5,-1.5,-1.7,0,1.1333333333,ok,20,1.5,1.7,1.5,,8,"CON (Side A) wins by establishing a falsifiable, behavioral test for distrust and showing it never materialized, while exposing PRO's framework as unfalsifiable: under PRO's theory, no loan, forbearance, or institutional deepening could ever count as solidarity. CON sharply turned PRO's own explanations—such as citing Italian spreads to justify 2018 maturity extensions—into concessions of shared fate, and the Britain comparison undermined the ""ruinous exit"" alibi. PRO's narrative about creditor-debtor hierarchy and democratic override was eloquent, but in the exchange it could not answer why distrust that supposedly ran deeper than solidarity never won a single Bundestag vote, election, or ratification fight. The 2020 leap to common debt is better explained by CON's ""compounded capital"" story than by PRO's ""exhausted formula."" A competitive, high-quality debate, but CON's rebuttals created the cleaner route to victory.","CON's [A4.1] answer to PRO's pressure question Q1, listing five concrete institutional outcomes that would prove distrust and demonstrating none occurred, paired with the turn that PRO's Italian-spreads rationale for 2018 forbearance concedes shared fate.",True,,0,prompt_file,8,7,8,7,8,7,8,7,7,7,7,7,8,7,8,7,8,8,8,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0156__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,prop_0156__claude-fable-5-1-high__grok-4.6-high__tpl_placement_active_20260813a,prop_0156,The eurozone's post-2010 crisis response deepened political distrust more than it preserved European solidarity.,grok-4.6-high,claude-fable-5-1-high,debprot_dcec5496c621,True,muse-spark-1.1-high,3,judprot_1c6058ad2d73,pro,con,B,con,claude-fable-5-1-high,-1.5,-1.5,-1.59375,0,1.0625,ok,43,1.6,1.7,1.5,,8,"CON won the weighing clash. PRO framed distrust as lasting moral-hazard narratives and constrained choices, but never rebutted CON's core evidence that solidarity persisted after self-interest expired (private haircut in 2012 yet extensions in 2012 and 2018) and that voters repeatedly endorsed sharing. CON's Pressure answers in [B4.1] gave five falsifiable non-exit tests for deep distrust, making its conduct-over-stories metric decidable, while PRO's answers in [A4.1-A4.3] conceded both extension to protect official claims and concern for Italy – which CON turned into shared fate. Trajectory to NextGenerationEU was left standing.","[B2.3]-[B2.6] – private exposure gone after 2012 haircut yet public creditors extended maturities again, plus Greek voters re-electing the government that signed the third programme, which directly undercut PRO's self-insurance/coercion narrative.",True,,0,prompt_file,7,8,8,7,8,7,7,8,7,7,7,7,6,8,8,6,8,7,7,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0160,Consumer brain-computer interfaces capable of writing to or stimulating the brain should be restricted to tightly regulated medical use rather than sold as ordinary consumer products.,gpt-6-astra-high,muse-spark-1.3-high,debprot_dcec5496c621,False,gemini-3.1-pro-preview,4,judprot_1c6058ad2d73,pro,con,B,con,muse-spark-1.3-high,-2.0,-2.0,-1.7,0,0.85,ok,34,2.0,1.7,2.0,,8,"Side B won by successfully framing consumer BCIs as manageable risks that can be mitigated through hardware engineering rather than clinical gatekeeping. Side B's pressure questions effectively forced Side A to admit that medical oversight for non-therapeutic uses would simply result in outright denial, which Side B successfully weaponized to prove that Side A's model is unnecessary paternalism rather than proportional safety.","Side B's second rebuttal, where they leveraged Side A's admission that clinical screening would simply deny access to healthy users seeking focus, framing Side A's 'safeguard' as 'monitored denial' instead of safety.",True,,0,prompt_file,7,9,9,7,8,8,8,8,7,8,8,7,7,9,9,7,8,9,9,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0160,Consumer brain-computer interfaces capable of writing to or stimulating the brain should be restricted to tightly regulated medical use rather than sold as ordinary consumer products.,gpt-6-astra-high,muse-spark-1.3-high,debprot_dcec5496c621,False,grok-4.5-high,9,judprot_1c6058ad2d73,pro,con,B,con,muse-spark-1.3-high,-1.3,-1.3,-1.4733333333333334,0,1.1333333333333333,ok,83,1.5,1.7,1.3,,7,"B won a competitive debate by making the live choice clearer: for non-implanted, power-capped wellness uses, PRO’s medical gate is mostly a therapeutic-veto regime rather than complementary safety, and substitution into unmonitored DIY/concierge channels remains a live cost PRO never outweighs. A’s best line—control of the device is not justification for the intervention—was sharp and consistent, but B better absorbed the home-use concession, the missing dosing standard, and adult autonomy analogies into a practical comparative frame (monitored liberty vs supervised denial). A never fully neutralized the engineering-plus-labels pathway or the expansion-vs-DIY weighing; B never fully proved alcohol is a full safety analogue, but still owned the decisive burden clash more cleanly after pressure.","B’s R2/closing chain after Q pressure: using A’s concessions that screening’s marginal benefit “may be smaller” and that oversight should deny non-therapeutic use to reframe medical restriction as gatekeeping without a medical decision, while rerouting demand to unmonitored substitutes.",True,,0,prompt_file,7,8,8,7,7,7,7,7,6,7,7,6,7,8,8,7,7,8,8,7,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0160,Consumer brain-computer interfaces capable of writing to or stimulating the brain should be restricted to tightly regulated medical use rather than sold as ordinary consumer products.,gpt-6-astra-high,muse-spark-1.3-high,debprot_dcec5496c621,False,kimi-k2.6,16,judprot_1c6058ad2d73,pro,con,B,con,muse-spark-1.3-high,-1.2,-1.2,-1.36,0,1.1333333333333333,ok,20,1.5,1.7,1.2,,7,"Side B won by demonstrating that tightly regulated medical use for consumer brain stimulation either reduces to hardware limits that do not require a prescription, or becomes paternalistic denial of non-medical wellness uses—a position Side A effectively conceded under pressure. B's consumer-standards framework handled substitution effects and adult autonomy more coherently, while A's commercial-incentive argument, though live, was insufficient to overcome B's decisive exposure that medical gatekeeping adds no distinct safety value for low-power, non-implanted devices.","B's rebuttal showing that prescribed home use with bounded settings means safety comes from engineering rather than the prescription pad, and B's pressure question forcing A to admit that medical oversight for healthy users would simply deny non-therapeutic access, collapsing PRO's case into gatekeeping for its own sake.",True,,0,prompt_file,7,8,8,7,8,8,8,8,6,7,7,6,7,8,8,7,7,8,8,7,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0160__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0160,Consumer brain-computer interfaces capable of writing to or stimulating the brain should be restricted to tightly regulated medical use rather than sold as ordinary consumer products.,muse-spark-1.3-high,gpt-6-astra-high,debprot_dcec5496c621,True,gemini-3.1-pro-preview,4,judprot_1c6058ad2d73,pro,con,A,pro,muse-spark-1.3-high,1.5,1.5,1.275,0,0.85,ok,34,2.0,1.7,1.5,,8,"Side A wins by effectively grounding the debate in the realities of biology and market incentives, demonstrating that Side B's theoretical ""safe"" consumer device is a structural impossibility. Side A successfully argues that brain variance and plasticity inherently require clinical monitoring and risk-weighing, which the consumer tech model is fundamentally unfit to provide.","Side A's Rebuttal 2 A2 dismantled Side B's argument that consumer and medical devices face the same legal obligations, highlighting the structural difference in incentives, scale, and liability between the two markets.",True,,0,prompt_file,9,7,7,9,9,7,7,9,8,7,7,8,9,7,7,9,9,8,8,9,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0160__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0160,Consumer brain-computer interfaces capable of writing to or stimulating the brain should be restricted to tightly regulated medical use rather than sold as ordinary consumer products.,muse-spark-1.3-high,gpt-6-astra-high,debprot_dcec5496c621,True,grok-4.5-high,9,judprot_1c6058ad2d73,pro,con,B,con,gpt-6-astra-high,-1.6,-1.6,-1.8133333333333332,0,1.1333333333333333,ok,83,1.5,1.7,1.6,,7,"B won the decisive clash by forcing a stable distinction the motion actually turns on: stringent safety controls (screening, limits, testing, withdrawal) versus an extra rule that even demonstrated-safe devices may only be used for treatment. A repeatedly showed why crude consumer launch is dangerous and why eligibility must be serious, but those points supported tight approval standards more than medical exclusivity; B absorbed them and kept returning to the unmet burden on the residual ban. A’s “never for a focus boost” crystallizes a purpose/value judgment rather than a unique post-safety protection, so B leaves the cleaner vote reason.","B’s R1–R2/closing pressure that A defended screening and residual-risk intolerance, not why therapeutic purpose still bars a device after adequate safeguards—capped by exposing A’s “never” as non-evidentiary exclusion.",True,,0,prompt_file,7,8,8,7,8,8,8,8,6,7,7,6,7,8,8,7,8,7,7,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0160__muse-spark-1.3-high__gpt-6-astra-high__s1__tpl_placement_active_20260813a,prop_0160__gpt-6-astra-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0160,Consumer brain-computer interfaces capable of writing to or stimulating the brain should be restricted to tightly regulated medical use rather than sold as ordinary consumer products.,muse-spark-1.3-high,gpt-6-astra-high,debprot_dcec5496c621,True,kimi-k2.6,16,judprot_1c6058ad2d73,pro,con,B,con,gpt-6-astra-high,-1.5,-1.5,-1.7,0,1.1333333333333333,ok,20,1.5,1.7,1.5,,8,"Side B won by exposing that Side A never justified the decisive extra step in the proposition: restricting access by *purpose* (requiring a therapeutic justification) rather than by *risk* (safety screening, enforceable limits, and demonstrated low risk). Side A repeatedly showed why brain stimulation needs stringent safeguards and clinical oversight, but Side B showed that eligibility screening and ongoing monitoring are separable from the demand that the user be ill. A’s closing admission that nonmedical use could “never” tolerate even residual risk revealed a categorical, purpose-based exclusion that Side B successfully framed as unjustified once safety itself is established. Side B therefore left the cleaner live route: regulate by demonstrated risk, not by medical category.","Side B’s Rebuttal 2 and Closing, where it exposed that Side A had defended stringent safeguards but not the additional exclusion of therapeutic gatekeeping, and crystallized the clash around Side A’s admission that nonmedical use should “never” be permitted regardless of evidence.",True,,0,prompt_file,7,8,8,7,7,7,7,7,6,7,7,6,7,8,8,7,8,7,7,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0161,Countries should globally prohibit the creation of novel synthetic viral pathogens with clear pandemic potential even for defensive-preparedness research.,glm-5-3-high,muse-spark-1.3-high,debprot_dcec5496c621,False,gemini-3.1-pro-preview,4,judprot_1c6058ad2d73,con,pro,A,con,muse-spark-1.3-high,1.8,-1.8,-1.53,0,0.85,ok,34,2.0,1.7,1.8,,9,"Side A won by cleanly resolving the core contradiction Side B tried to press in the Pressure Questions. While Side B argued powerfully on the asymmetry of risk, Side A neutralized this by using Side B's admission that a simple spike-swap test would be banned to prove that the ban criminalizes basic hypothesis testing and blinds surveillance. Side B's closing doubled down on a contradiction Side A had already dismantled.","Side A's distinction between a ""suspicion"" and a ""clarity/verdict"" in Rebuttal 2, which perfectly defused Side B's trap regarding predicting pandemic potential.",True,,0,prompt_file,9,8,9,8,8,8,8,8,8,7,8,7,9,8,9,8,9,8,9,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0161,Countries should globally prohibit the creation of novel synthetic viral pathogens with clear pandemic potential even for defensive-preparedness research.,glm-5-3-high,muse-spark-1.3-high,debprot_dcec5496c621,False,kimi-k2.6,16,judprot_1c6058ad2d73,pro,con,A,pro,glm-5-3-high,1.2,1.2,1.36,0,1.1333333333333333,ok,20,1.5,1.7,1.2,,8,"PRO won by establishing that the benefit of synthetic pathogen creation is speculative and replaceable by legal means, while the risk is a demonstrated, unbounded failure mode. CON never fully resolved the symmetry burden: if researchers can identify pandemic potential ex ante to justify creation, regulators can use the same judgment to prohibit it. PRO's bite-the-bullet response to overbreadth—that spike-swap construction is precisely the targeted hazard—kept the ban coherent. The clipped opening cost PRO some ground, but sharper later speeches crystallized the decisive risk-reward asymmetry.","PRO's symmetry argument in Rebuttal 2 and the Closing: if researchers can predict pandemic potential in advance to justify experiments, regulators can predict the same potential to enforce a ban. CON's hypothesis/verdict distinction failed to fully dissolve this contradiction, leaving a live route to victory for PRO.",True,,0,prompt_file,7,7,7,7,8,7,7,8,8,7,7,8,8,7,7,8,8,8,8,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0161,Countries should globally prohibit the creation of novel synthetic viral pathogens with clear pandemic potential even for defensive-preparedness research.,glm-5-3-high,muse-spark-1.3-high,debprot_dcec5496c621,False,qwen3.7-max,6,judprot_1c6058ad2d73,con,pro,A,con,muse-spark-1.3-high,1.5,-1.5,-1.275,0,0.85,ok,20,2.0,1.7,1.5,,8,"Side A won by successfully defusing Side B's primary trap (the predictability contradiction) with a sharp distinction between scientific hypotheses and regulatory standards of proof, and by exploiting Side B's admission that routine spike-swap experiments would fall under the ban. Side A effectively demonstrated the overbreadth and chilling effect of the proposition, while Side B's closing relied on a point Side A had already neutralized.","Side A's A1 in Rebuttal 2 and the Closing, which distinguished between a researcher's testable hypothesis (""this might bind"") and a regulator's pre-experiment verdict (""clear pandemic potential""), cleanly dismantling Side B's predictability trap.",True,,0,prompt_file,8,8,8,8,9,9,9,9,8,7,8,7,9,7,9,7,9,8,9,8,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0161__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0161,Countries should globally prohibit the creation of novel synthetic viral pathogens with clear pandemic potential even for defensive-preparedness research.,muse-spark-1.3-high,glm-5-3-high,debprot_dcec5496c621,True,gemini-3.1-pro-preview,4,judprot_1c6058ad2d73,con,pro,B,pro,muse-spark-1.3-high,-1.5,1.5,1.275,0,0.85,ok,34,2.0,1.7,1.5,,9,"Side B won by decisively winning the weighing on harms versus benefits. Side B's pressure question forced Side A to concede that no deployed vaccine has required creating a novel pandemic virus, effectively reducing A's benefits to ""surveillance tweaks."" Side B successfully weighed this speculative benefit against the concrete risk of ""manufacturing the enemy."" While Side A delivered a rhetorically brilliant critique of B's enforcement mechanisms, B's core argument that permission hands secret labs ""camouflage and open recipes"" remained highly persuasive.","Side B's Rebuttal 2 and Closing successfully neutralized A's ""visibility"" argument by pointing out that A's legal ecosystem only watches the compliant, while providing camouflage and published recipes to everyone else.",True,,0,prompt_file,8,9,8,9,8,9,8,9,9,8,9,8,9,9,9,9,10,9,10,9,judge_active_20260711a,judge_active_20260711a
judge_blend_glm53_coverage_20260904a,judge_blend_glm53_coverage_20260904a,placement_active_20260813a,prop_0161__muse-spark-1.3-high__glm-5-3-high__s1__tpl_placement_active_20260813a,prop_0161__glm-5-3-high__muse-spark-1.3-high__tpl_placement_active_20260813a,prop_0161,Countries should globally prohibit the creation of novel synthetic viral pathogens with clear pandemic potential even for defensive-preparedness research.,muse-spark-1.3-high,glm-5-3-high,debprot_dcec5496c621,True,kimi-k2.6,16,judprot_1c6058ad2d73,pro,con,B,con,glm-5-3-high,-1.2,-1.2,-1.36,0,1.1333333333333333,ok,20,1.5,1.7,1.2,,8,"Side B won by exposing a structural contradiction in Side A's enforcement model: the human signals and chokepoints A relied on to catch cheaters—publications, supplier screening, whistleblowers, trained researchers—depend on the open, legal research ecosystem that A's ban would extinguish. B combined this turn with a strong epistemic challenge showing that the definitional line A proposed would freeze without the very science the ban prohibited. While A landed a clean blow on the lack of any deployed vaccine requiring novel pandemic-capable virus creation, B successfully reframed defensive value as a portfolio including surveillance and risk assessment, and B's closing crystallized the surveillance turn into a decisive comparative.","Side B's second rebuttal turn that PRO's detection signals (grants, publications, whistleblowers, supplier screening) exist only when research is legal and visible, therefore the ban destroys the surveillance network it claims to need.",True,,0,prompt_file,7,8,8,7,8,8,8,8,7,8,8,7,7,8,8,7,8,9,9,8,judge_active_20260711a,judge_active_20260711a
