task_id,debate_id,participant_model,side_a_source,prompt_sha256,signed_margin_presented,winner_presented,margin,entertainment_value,reasoning,notable_rebuttals,response_path,response_sha256,port,request_attempts,argument_strength_a,argument_strength_b,rebuttal_quality_a,rebuttal_quality_b,grounding_and_epistemic_discipline_a,grounding_and_epistemic_discipline_b,originality_of_argument_a,originality_of_argument_b,rhetorical_effectiveness_a,rhetorical_effectiveness_b
2b61ab16af78e2c9b73168e1,prop_0453__gpt-6-astra-high__muse-spark-1.3-high__s0__tpl_placement_active_20260813a,muse-spark-1.3-high,pro,97284a468ec4d522fbbd99b295e817844b75624ff84d7de5e1f72ec0cc3dc9c0,-1.5,B,1.5,7,"CON won by breaking the means-ends link: higher rates raise mortgages, push buyers into rentals, and stall construction while rents lag, so the demand effect is weakest where scarcity is worst. PRO's honest answer to prioritize - tighten further despite rising unemployment for only slower rent growth - let CON weigh certain job loss against speculative rent relief, leaving PRO's entrenchment and fairness points without a working tool.","B's inelastic-demand inversion - squeezing spending hits paychecks first and rents last, weakest where vacancies are lowest - plus turning A's A4.1 admission into the price of prioritization in B4.4 and closing.",responses/muse-spark-1.3-high/2b61ab16af78e2c9b73168e1.json,f35d298b4fdf5ac2a22e30a3d26cb07fc848d7ad860adec3add829faf57e6f8d,8006,1,7,8,7,8,7,8,6,7,7,8
0a3660409f5859bbcb8bcb98,prop_0584__muse-spark-1.3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,muse-spark-1.3-high,pro,b5fc07401eb07cd7eee8211b2acbc2f2110cb1f205567527c79fa857ffc0e661,-1.5,B,1.5,7,"B won the expectations and tradeoff comparison. A's 1970s spiral was neutralized by B's 2021-22 counter that 8-9% inflation fell without a spiral while expectations stayed anchored, and B's 1% vs 100% scarring arithmetic outweighed A's everyone-vs-some framing. B's pressure forced A to define modest and concede stopping when anchored, letting B frame the remainder as ECB-2011 style holding.","B's use of recent disinflation to rebut the guaranteed spiral, then exploiting A4.1's stop-if-anchored concession in B4.4 and B5.2 to argue PRO collapsed to flexibility except holding restrictive at 3% with unemployment up.",responses/muse-spark-1.3-high/0a3660409f5859bbcb8bcb98.json,0b316d2377d78cdba70a76e8e17f57eb45df5a101777f2e496e16b3fdd387d53,8006,1,7,8,7,8,8,8,6,7,7,8
b1fed523738aa59061ecd4fd,prop_0630__claude-opus-5-high__gpt-6-astra-high__s0__tpl_placement_active_20260813a,gpt-6-astra-high,con,e7f429e7365c74447b829b01405934ae48f33507502dc93f91c53a07cacf521e,1.5,A,1.5,7,"A wins the regulatory-design comparison. It directly answers who pays and how conventional crops are treated, then explains how published risk-based criteria remove irrelevant burdens upfront while preserving targeted testing. B establishes a plausible case against redundant regulation, but its comparative advantage depends on recasting A's proposal as requiring full dossiers, litigated waivers, or worldwide reform. A also identifies that B's full-review escalation can impose more burdens than testing the particular unresolved hazard.","A's second rebuttal dismantles B's “toll booth” argument: necessary testing remains under both proposals, while predictable eligibility rules need not require litigated waivers. B's allegation that A left its questions unanswered was also premature—the scheduled answering turn had not yet occurred, and A subsequently answered both directly.",responses/gpt-6-astra-high/b1fed523738aa59061ecd4fd.json,9d352209c39320ebc1c1f43e644553832afaace6e78fdc2a1f48068b075150f4,8006,1,8,7,8,6,8,6,7,7,8,7
92d316d3a8026ad7780c4263,prop_0632__claude-fable-5-1-high__grok-4.6-high__s0__tpl_placement_active_20260813a,claude-fable-5-1-high,con,03203a1d109b37e03c695f2575d511fc59ed030625f9a2cb5da5db9ed5dfb1f0,-1.2,B,1.2,7,"Both sides argued tightly and stayed on the motion. CON's strongest live route was mechanistic: outcomes contracts cannot recapture premiums and fills already paid, and a mandate removes the indication-level walk-away. PRO's strongest route was structural and moral: the ""hard no"" CON defends has been exercised for years without moving prices because it is aimed at the patient, not the seller; the only no that has ever moved manufacturers is brand-level exclusion inside a large negotiated market, which the motion preserves. PRO's pressure questions exposed that CON's remaining principle distinguishing obesity from diabetes reduces to scale, and CON never named a case where fragmented refusal beat pooled negotiation—its A2 largely pivoted to brand-preference, which is PRO's own mechanism. PRO also collected CON's concessions (drugs work, molecule insured for diabetes, outcomes deals exist) into a decisive frame: the last principle is ""too many people have this disease."" CON's closing retort (""scale is not cruelty""; ""fills paid first"") was sharp and kept it competitive, and PRO paid a real execution cost with two clipped turns, but PRO answered CON's Q1 directly (holdouts lose the shelf to competitors) while CON's answer to PRO's Q2 evaded. PRO made the decision easier to render.","PRO's inversion of the leverage argument ([B2.2], [B4.3]): insurers already hold the ""hard no,"" prices held anyway, and that no falls on the sick patient rather than the manufacturer—CON never produced a case of indication-level refusal lowering net price, leaving its spine argument reframed as patient denial rather than buyer leverage.",responses/claude-fable-5-1-high/92d316d3a8026ad7780c4263.json,b3f05580ba86a831d7b4ff3c8ef6dea9b381effbff477fe36501d1c8d75bfafb,8040,1,7,8,7,8,7,7,6,7,7,8
e05c11969833afbcc16e6a78,prop_0223__glm-5-3-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,claude-fable-5-1-high,pro,a190c38f61b234a1799a024b00687b492946c26bc1a64b29f44fd8974f6571b1,-1.1,B,1.1,7,"Both sides argued competently and stayed grounded in ordinary background knowledge. PRO built a coherent case on the severity/physics mechanism plus the structural externalities of stops (fatal encounters, racial disparity), and answered the pressure questions directly with the ""speed lowers lethality of every crash type"" pivot and the designate-the-driver fix. But CON kept the motion's conjunction live and landed the sharpest unanswered blow: cameras lower the speed of compliant, sign-reading drivers, not the impaired or distracted outliers who actually fill the morgue, so PRO's severity mechanism reaches the population least likely to die. PRO's closing restated the physics point but never addressed ""whose speed"" cameras lower. CON also answered PRO's marginal-yield question with a plausible targeting mechanism and the seatbelt example, and turned PRO's owner-liability fix back into ""pay or inform on someone."" PRO won the externalities prong more cleanly (CON's reform list does read as a concession), but CON's argument that PRO abandoned the ""larger gains"" prong went essentially uncontested at the end, making CON's route to victory the clearer one.","CON's B4.4–B4.6 response to PRO's severity pivot: ""whose speed does a camera lower?""—arguing cameras deter the sober, attentive driver while the drunk and the texting teen don't calculate envelope risk, so ""PRO's mechanism works best on the drivers least likely to die."" PRO's closing did not engage it.",responses/claude-fable-5-1-high/e05c11969833afbcc16e6a78.json,6e5738095e02b86da6a9e4cd8f74d0060e7f168f0d92097c16ae6a9d847836d4,8040,1,7,7,7,8,7,7,6,7,7,8
ce98afc3118dbb5ed38ef27f,prop_0626__claude-sonnet-5-high__claude-opus-5-high__s1__tpl_placement_active_20260320f,claude-opus-5-high,con,2d1399e9d560a838ecb77768169ae7b7c61fd81ee655cd075b44767fc9c4f83b,1.5,A,1.5,8,"Both sides argued the motion as written and clashed cleanly, but A (CON) controlled the decisive comparison. A's core asymmetry claim — a deployment ban binds the compliant and leaves the dangerous untouched — survived every attack. B's best pressure (B3.1: ""your liability regime needs the same treaty cooperation"") was the single sharpest question of the debate, and A answered it directly and persuasively at A4.1–A4.2: unilateral regulation (procurement standards, testing, strict liability up one's own chain) improves outcomes the day it is adopted with no signatures required, whereas unilateral prohibition only produces a handicap. B never rebutted that distinction; the closing merely re-labelled it (""renaming prohibition's tools as regulation"") and pivoted to ""prevention beats litigation,"" which A immediately answered by noting prohibition prevents nothing in capitals that never signed. A also turned B's own cluster-munitions precedent (major powers non-signatories, both sides using them in Ukraine) and dismantled the bioweapons analogy on incentive rather than norm — a genuinely damaging move. A's strict-liability answer to the emergent-failure-modes point (strict liability exists precisely for unforeseeable harm) went essentially unanswered. B did land real hits: the ""better sensors for a human, not removal of the veto"" reframe, the clean operational definition of meaningful human control (target or target class designated ex ante), and the demand for a deployed human-targeting example, which forced an honest concession from A that the hard cases are prospective. B's closing embrace of the narrow horn of A's squeeze (""that's the ban working"") was a legitimate deontological stand, but it declined to engage A's civilian-cost comparison rather than defeating it. A's two clipped, over-length turns are a real execution cost, and B's tighter speeches were efficient; B also cited nonexistent reference ids ([C1.5], [C2.7]) twice. Those costs narrow but do not erase A's edge on the live enforcement and humanitarian comparison.","B's pressure question that A's liability regime faces the identical non-compliance asymmetry, and A's answer distinguishing unilateral regulation (works alone, improves your own systems) from unilateral prohibition (works only if universal, otherwise pure handicap). That exchange was the hinge, and A's reply was the cleanest, least-answered move in the debate.",responses/claude-opus-5-high/ce98afc3118dbb5ed38ef27f.json,ae76025e507dce16af999d42f62e84d26f580ea2f465df28e6589cb663ed7b5c,8006,1,8,7,8,7,7,6,8,6,8,7
bdac0cd73067ed76f2e7fcd4,prop_0333__claude-opus-5-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,claude-fable-5-1-high,con,b26d7cdcdafd67580b908bf165b487820d446afb3d47e4c870693c48d5384d5e,0.7,A,0.7,7,"A genuinely close, high-quality exchange. PRO (B) set the more intuitive frame — the metric is whether a fifteen-year-old ever encounters the institution, ""prioritize"" only reallocates the marginal pound, and destinations already exist so the error is recoverable. Its pressure question about how a seventeen-year-old discovers a new channel was the sharpest in the debate, and its closing ""my motion wearing a coat"" landed on CON's concession that discovery happens via platform trailers. But CON (A) did more damage with PRO's own words: it turned ""hands them to the platforms at twelve with nothing waiting"" into a case for building the owned 13–25 service, turned ""already paid for"" into ""static shelf built for her parents,"" and turned ""some audience follows the face"" into proof that creator partnerships rent attention. CON also answered both pressure questions directly with A1/A2 and then narrowed the whole dispute to ""the marginal pound is the hour"" versus ""you can always commission another hour,"" giving a clean reason the one-click encounter is the truly unrecoverable failure. PRO's claim that CON ""never answered Q1"" was mistimed (CON had not yet spoken), and PRO's closing only partially met the static-destination point. Both openings were clipped equally. CON edges it on exploitation of concessions and progression; PRO had the more memorable lines.","CON's Rebuttal 2 reversal of PRO's ""nothing waiting at twelve"" and ""already paid for"" lines — arguing PRO had described exactly the gap an owned youth service fills and then proposed to fill it with clips — materially damaged PRO's ""destination already exists, we lose nothing"" risk-asymmetry route, which PRO's closing did not fully repair.",responses/claude-fable-5-1-high/bdac0cd73067ed76f2e7fcd4.json,8111cd336bea2f8ca547b90da00b45d229227079f4e7f4df69c93026f469b3f0,8040,1,7,7,8,7,7,7,6,7,7,8
bdc303fbc05175db61486f7a,prop_0078__glm-5-3-high__grok-4.6-high__s0__tpl_placement_active_20260813a,grok-4.6-high,con,439ee2d1811ea5d8bd4574e692373ad144a5030c9b345f5bcb20b3b036449a1c,1.4,A,1.4,7,"A won by making the live clash decidable: adult natives keep full membership after every language or civic skip, so an immigrant-only “adoption” floor is a second standard triggered by origin, not reciprocity. B’s “same bar, different delivery” and silent-enclave points stayed live but were damaged by the child-schooling concession and by never naming a native-adult membership failure. B also paid a real cost for two clipped turns and an overclaimed closing.","A’s Q2 plus Rebuttal 2/closing: B could not name a native-adult failure that makes membership incomplete, which undercut “same bar, different delivery.”",responses/grok-4.6-high/bdc303fbc05175db61486f7a.json,7f10f5dc0480c38ab8da8fdec69e6be5efa5af988a12d02cd95077ead4b8237d,8006,1,8,7,8,7,8,7,8,6,8,7
a1f5f7fb7139953463132fb7,prop_0418__grok-4.6-high__claude-fable-5-1-high__s1__tpl_placement_active_20260813a,grok-4.6-high,pro,b82b342b509625ce31a228efc94cbaafe1f51c8e3d200375727dc51186e33fc9,-1.2,B,1.2,8,"B won a competitive debate by making “enough” the live decision rule and showing A never met it. A’s strongest live route was that mixed universal tools cannot restore trips women categorically refuse, and a timeout only returns them to the old baseline. B conceded the pairing point, then used thin night supply, always-on platform costs, and A’s own “any rate above zero” threshold to show occasional arrivals do not justify the complexity. A’s weakly-dominant lottery was sharp, but it declined the weighing the motion requires.","B’s Rebuttal 2: accepting that PIN-matched mixed rides do not restore categorical refusal, then collapsing A’s “any rate above zero” into a failed sufficiency standard against always-on costs.",responses/grok-4.6-high/a1f5f7fb7139953463132fb7.json,da359397520540df277a3d4f455fbb25dc61e42d16097f106b14f77dac7cd51d,8006,1,7,8,7,8,7,7,8,7,8,8
b474f3e72dd137ea3b0f100e,prop_0382__claude-fable-5-1-high__kimi-k3__s0__tpl_placement_active_20260813a,claude-fable-5-1-high,con,3d29d395eabb0ad01a00c43faeac983b541a4b484a6cc5f857df360839eb0d20,-1.4,B,1.4,8,"PRO (Side B) won by seizing a single frame early—standards are the exam, ""basic terms"" are the post-approval regime—and holding it through every round. CON's case was sharp and disciplined, but its ""trap"" (new standards = not the same terms) was repeatedly defused by the pork/beef/poultry analogy: every meat takes a different exam yet lives under the same basic terms. CON's own concessions (no bans, tailored approval, harmonize later) let PRO plausibly argue CON was describing the motion, and PRO neutralized the ratchet with BSE/spinach recall examples. CON's best moment—naming three post-approval rules and distinguishing mandatory from voluntary labels—was met in PRO's closing by mapping them onto existing residue programs, process consistency, and illness surveillance, plus ""previously frozen"" and country-of-origin as mandatory beef disclosures. CON's final speech rebutted the drift point credibly, but by then CON's own A2 (criteria published at approval, met, then parity) had been turned into evidence that CON was specifying what ""safety standards met"" means rather than defeating the motion. PRO's opening clipping was a minor cost. Clear but competitive win for B.","PRO's B2.1–B2.8 turning CON's own examples (engineered salmon, irradiated food) and CON's ""tailored pathway then harmonize"" language into a concession of the motion, followed by B5.1–B5.4 folding CON's three special rules back into the existing meat regime and reading A4.3's exit criteria as ""a safety standard with a clock.""",responses/claude-fable-5-1-high/b474f3e72dd137ea3b0f100e.json,02ee641adb1cca4d3d3ed598c1f28424f4cfb5ba0fb091a3cfbdea87655e0f3c,8040,1,7,8,7,8,7,7,7,7,7,8
